State,Date,Pop_density,Case,Death,Cum_case,Cum_death,Order_stay,Order_mask,Unemp_num
Delaware,2020/7/14,473.3903743,90,1,12969,518,No,No,20563
Delaware,2020/7/15,473.3903743,81,3,13050,521,No,No,23676
Delaware,2020/7/16,473.3903743,64,0,13114,521,No,No,23676
Delaware,2020/7/17,473.3903743,223,0,13337,521,No,No,23676
Delaware,2020/7/18,473.3903743,92,2,13429,523,No,No,23676
Delaware,2020/7/19,473.3903743,90,0,13519,523,No,No,23676
Delaware,2020/7/20,473.3903743,105,0,13624,523,No,No,23676
Delaware,2020/7/21,473.3903743,122,2,13746,525,No,No,23676
Delaware,2020/7/22,473.3903743,46,2,13792,527,No,No,17437
Delaware,2020/7/23,473.3903743,132,2,13924,529,No,No,17437
Delaware,2020/7/24,473.3903743,278,49,14202,578,No,No,17437
Delaware,2020/7/25,473.3903743,-27,1,14175,579,No,No,17437
Delaware,2020/7/26,473.3903743,115,0,14290,579,No,No,17437
Delaware,2020/7/27,473.3903743,116,0,14406,579,No,No,17437
Delaware,2020/7/28,473.3903743,70,1,14476,580,No,No,17437
Delaware,2020/7/29,473.3903743,126,1,14602,581,No,No,11690
Delaware,2020/7/30,473.3903743,87,0,14689,581,No,No,11690
Delaware,2020/7/31,473.3903743,99,4,14788,585,No,No,11690
Delaware,2020/8/1,473.3903743,89,0,14877,585,No,No,11690
Delaware,2020/8/2,473.3903743,72,0,14949,585,No,No,11690
Delaware,2020/8/3,473.3903743,106,0,15055,585,No,No,11690
Delaware,2020/8/4,473.3903743,82,2,15137,587,No,No,11690
Delaware,2020/8/5,473.3903743,159,0,15296,587,No,No,9467
Delaware,2020/8/6,473.3903743,69,0,15365,587,No,No,9467
Delaware,2020/8/7,473.3903743,80,1,15445,588,No,No,9467
Delaware,2020/8/8,473.3903743,57,2,15502,590,No,No,9467
Delaware,2020/8/9,473.3903743,73,1,15575,591,No,No,9467
Delaware,2020/8/10,473.3903743,59,0,15634,591,No,No,9467
Delaware,2020/8/11,473.3903743,65,0,15699,591,No,No,9467
Delaware,2020/8/12,473.3903743,66,1,15765,592,No,No,11047
Delaware,2020/8/13,473.3903743,202,1,15967,593,No,No,11047
Delaware,2020/8/14,473.3903743,373,0,16340,593,No,No,11047
Delaware,2020/8/15,473.3903743,56,0,16396,593,No,No,11047
Delaware,2020/8/16,473.3903743,55,0,16451,593,No,No,11047
Delaware,2020/8/17,473.3903743,85,0,16536,593,No,No,11047
Delaware,2020/8/18,473.3903743,57,0,16593,593,No,No,11047
Delaware,2020/8/19,473.3903743,50,2,16643,595,No,No,8676
Delaware,2020/8/20,473.3903743,75,0,16718,595,No,No,8676
Delaware,2020/8/21,473.3903743,52,5,16770,600,No,No,8676
Delaware,2020/8/22,473.3903743,58,0,16828,600,No,No,8676
Delaware,2020/8/23,473.3903743,67,0,16895,600,No,No,8676
Delaware,2020/8/24,473.3903743,47,4,16942,604,No,No,8676
Delaware,2020/8/25,473.3903743,20,-1,16962,603,No,No,8676
Delaware,2020/8/26,473.3903743,24,1,16986,604,No,No,8511
Delaware,2020/8/27,473.3903743,-10,0,16976,604,No,No,8511
Delaware,2020/8/28,473.3903743,107,0,17083,604,No,No,8511
Delaware,2020/8/29,473.3903743,266,0,17349,604,No,No,8511
Delaware,2020/8/30,473.3903743,-6,0,17343,604,No,No,8511
Delaware,2020/8/31,473.3903743,86,1,17429,605,No,No,8511
Delaware,2020/9/1,473.3903743,106,0,17535,605,No,No,8511
Delaware,2020/9/2,473.3903743,14,1,17549,606,No,No,8901
Delaware,2020/9/3,473.3903743,104,0,17653,606,No,No,8901
Delaware,2020/9/4,473.3903743,99,0,17752,606,No,No,8901
Delaware,2020/9/5,473.3903743,140,2,17892,608,No,No,8901
Delaware,2020/9/6,473.3903743,151,1,18043,609,No,No,8901
Delaware,2020/9/7,473.3903743,206,0,18249,609,No,No,8901
Delaware,2020/9/8,473.3903743,59,0,18308,609,No,No,8901
Delaware,2020/9/9,473.3903743,0,0,18308,609,No,No,8848
Delaware,2020/9/10,473.3903743,158,4,18466,613,No,No,8848
Delaware,2020/9/11,473.3903743,93,0,18559,613,No,No,8848
Delaware,2020/9/12,473.3903743,167,0,18726,613,No,No,8848
Delaware,2020/9/13,473.3903743,123,2,18849,615,No,No,8848
Delaware,2020/9/14,473.3903743,88,2,18937,617,No,No,8848
Delaware,2020/9/15,473.3903743,200,1,19137,618,No,No,8848
Delaware,2020/9/16,473.3903743,97,1,19234,619,No,No,8679
Delaware,2020/9/17,473.3903743,84,0,19318,619,No,No,8679
Delaware,2020/9/18,473.3903743,48,1,19366,620,No,No,8679
Delaware,2020/9/19,473.3903743,83,1,19449,621,No,No,8679
Delaware,2020/9/20,473.3903743,117,0,19566,621,No,No,8679
Delaware,2020/9/21,473.3903743,101,6,19667,627,No,No,8679
Delaware,2020/9/22,473.3903743,94,1,19761,628,No,No,8679
Delaware,2020/9/23,473.3903743,69,1,19830,629,No,No,8805
Delaware,2020/9/24,473.3903743,117,1,19947,630,No,No,8805
Delaware,2020/9/25,473.3903743,138,1,20085,631,No,No,8805
Delaware,2020/9/26,473.3903743,71,2,20156,633,No,No,8805
Delaware,2020/9/27,473.3903743,104,0,20260,633,No,No,8805
Delaware,2020/9/28,473.3903743,129,1,20389,634,No,No,8805
Delaware,2020/9/29,473.3903743,142,1,20531,635,No,No,8805
Delaware,2020/9/30,473.3903743,82,1,20613,636,No,No,7732
Delaware,2020/10/1,473.3903743,174,0,20787,636,No,No,7732
Delaware,2020/10/2,473.3903743,150,6,20937,642,No,No,7732
Delaware,2020/10/3,473.3903743,188,3,21125,645,No,No,7732
Delaware,2020/10/4,473.3903743,118,0,21243,645,No,No,7732
Delaware,2020/10/5,473.3903743,120,0,21363,645,No,No,7732
Delaware,2020/10/6,473.3903743,103,1,21466,646,No,No,7732
Delaware,2020/10/7,473.3903743,84,3,21550,649,No,No,8581
Delaware,2020/10/8,473.3903743,132,2,21682,651,No,No,8581
Delaware,2020/10/9,473.3903743,145,0,21827,651,No,No,8581
Delaware,2020/10/10,473.3903743,171,2,21998,653,No,No,8581
Delaware,2020/10/11,473.3903743,132,1,22130,654,No,No,8581
Delaware,2020/10/12,473.3903743,159,2,22289,656,No,No,8581
Delaware,2020/10/13,473.3903743,105,3,22394,659,No,No,8581
Delaware,2020/10/14,473.3903743,71,1,22465,660,No,No,7964
Delaware,2020/10/15,473.3903743,95,1,22560,661,No,No,7964
Delaware,2020/10/16,473.3903743,164,1,22724,662,No,No,7964
Delaware,2020/10/17,473.3903743,218,2,22942,664,No,No,7964
Delaware,2020/10/18,473.3903743,151,1,23093,665,No,No,7964
Delaware,2020/10/19,473.3903743,103,1,23196,666,No,No,7964
Delaware,2020/10/20,473.3903743,129,2,23325,668,No,No,7964
Delaware,2020/10/21,473.3903743,50,2,23375,670,No,No,7126
Delaware,2020/10/22,473.3903743,153,0,23528,670,No,No,7126
Delaware,2020/10/23,473.3903743,159,8,23687,678,No,No,7126
Delaware,2020/10/24,473.3903743,160,2,23847,680,No,No,7126
Delaware,2020/10/25,473.3903743,114,1,23961,681,No,No,7126
Delaware,2020/10/26,473.3903743,207,4,24168,685,No,No,7126
Delaware,2020/10/27,473.3903743,81,1,24249,686,No,No,7126
Delaware,2020/10/28,473.3903743,143,2,24392,688,No,No,7060
Delaware,2020/10/29,473.3903743,161,1,24553,689,No,No,7060
Delaware,2020/10/30,473.3903743,198,15,24751,704,No,No,7060
Delaware,2020/10/31,473.3903743,200,4,24951,708,No,No,7060
Delaware,2020/11/1,473.3903743,175,2,25126,710,No,No,7060
Delaware,2020/11/2,473.3903743,185,0,25311,710,No,No,7060
Delaware,2020/11/3,473.3903743,115,2,25426,712,No,No,7060
Delaware,2020/11/4,473.3903743,108,0,25534,712,No,No,8764
Delaware,2020/11/5,473.3903743,219,4,25753,716,No,No,8764
Delaware,2020/11/6,473.3903743,282,0,26035,716,No,No,8764
Delaware,2020/11/7,473.3903743,223,0,26258,716,No,No,8764
Delaware,2020/11/8,473.3903743,345,2,26603,718,No,No,8764
Delaware,2020/11/9,473.3903743,305,1,26908,719,No,No,8764
Delaware,2020/11/10,473.3903743,204,3,27112,722,No,No,8764
Delaware,2020/11/11,473.3903743,230,2,27342,724,No,No,9262
Delaware,2020/11/12,473.3903743,204,8,27546,732,No,No,9262
Delaware,2020/11/13,473.3903743,470,2,28016,734,No,No,9262
Delaware,2020/11/14,473.3903743,379,2,28395,736,No,No,9262
Delaware,2020/11/15,473.3903743,408,0,28803,736,No,No,9262
Delaware,2020/11/16,473.3903743,397,0,29200,736,No,No,9262
Delaware,2020/11/17,473.3903743,352,3,29552,739,No,No,9262
Delaware,2020/11/18,473.3903743,203,3,29755,742,No,No,11813
Delaware,2020/11/19,473.3903743,398,0,30153,742,No,No,11813
Delaware,2020/11/20,473.3903743,663,4,30816,746,No,No,11813
Delaware,2020/11/21,473.3903743,505,0,31321,746,No,No,11813
Delaware,2020/11/22,473.3903743,487,2,31808,748,No,No,11813
Delaware,2020/11/23,473.3903743,403,4,32211,752,No,No,11813
Delaware,2020/11/24,473.3903743,453,5,32664,757,No,No,11813
Delaware,2020/11/25,473.3903743,331,3,32995,760,No,No,7061
Delaware,2020/11/26,473.3903743,584,1,33579,761,No,No,7061
Delaware,2020/11/27,473.3903743,591,2,34170,763,No,No,7061
Delaware,2020/11/28,473.3903743,500,0,34670,763,No,No,7061
Delaware,2020/11/29,473.3903743,581,7,35251,770,No,No,7061
Delaware,2020/11/30,473.3903743,403,2,35654,772,No,No,7061
Delaware,2020/12/1,473.3903743,689,5,36343,777,No,No,7061
Delaware,2020/12/2,473.3903743,355,2,36698,779,No,No,7656
Delaware,2020/12/3,473.3903743,758,0,37456,779,No,No,7656
Delaware,2020/12/4,473.3903743,942,3,38398,782,No,No,7656
Delaware,2020/12/5,473.3903743,698,0,39096,782,No,No,7656
Delaware,2020/12/6,473.3903743,816,11,39912,793,No,No,7656
Delaware,2020/12/7,473.3903743,799,0,40711,793,No,No,7656
Delaware,2020/12/8,473.3903743,753,10,41464,803,No,No,7656
Delaware,2020/12/9,473.3903743,929,0,42393,803,No,No,7568
Delaware,2020/12/10,473.3903743,643,3,43036,806,No,No,7568
Delaware,2020/12/11,473.3903743,782,1,43818,807,No,No,7568
Delaware,2020/12/12,473.3903743,1058,8,44876,815,No,No,7568
Delaware,2020/12/13,473.3903743,584,1,45460,816,No,No,7568
Delaware,2020/12/14,473.3903743,997,0,46457,816,No,No,7568
Delaware,2020/12/15,473.3903743,685,10,47142,826,No,No,7568
Delaware,2020/12/16,473.3903743,787,7,47929,833,No,No,7543
Delaware,2020/12/17,473.3903743,839,12,48768,845,No,No,7543
Delaware,2020/12/18,473.3903743,341,9,49109,854,No,No,7543
Delaware,2020/12/19,473.3903743,1027,4,50136,858,No,No,7543
Delaware,2020/12/20,473.3903743,480,4,50616,862,No,No,7543
Delaware,2020/12/21,473.3903743,440,9,51056,871,No,No,7543
Delaware,2020/12/22,473.3903743,567,1,51623,872,No,No,7543
Delaware,2020/12/23,473.3903743,612,0,52235,872,No,No,5506
Delaware,2020/12/24,473.3903743,780,16,53015,888,No,No,5506
Delaware,2020/12/25,473.3903743,638,3,53653,891,No,No,5506
Delaware,2020/12/26,473.3903743,820,4,54473,895,No,No,5506
Delaware,2020/12/27,473.3903743,584,2,55057,897,No,No,5506
Delaware,2020/12/28,473.3903743,431,1,55488,898,No,No,5506
Delaware,2020/12/29,473.3903743,701,0,56189,898,No,No,5506
Delaware,2020/12/30,473.3903743,407,23,56596,921,No,No,10986
Delaware,2020/12/31,473.3903743,860,5,57456,926,No,No,10986
Delaware,2021/1/1,473.3903743,608,4,58064,930,No,No,10986
Delaware,2021/1/2,473.3903743,809,0,58873,930,No,No,10986
Delaware,2021/1/3,473.3903743,611,0,59484,930,No,No,10986
Delaware,2021/1/4,473.3903743,849,7,60333,937,No,No,10986
Delaware,2021/1/5,473.3903743,767,10,61100,947,No,No,10986
Delaware,2021/1/6,473.3903743,629,0,61729,947,No,No,14084
Delaware,2021/1/7,473.3903743,1220,2,62949,949,No,No,14084
Delaware,2021/1/8,473.3903743,554,8,63503,957,No,No,14084
Delaware,2021/1/9,473.3903743,972,12,64475,969,No,No,14084
Delaware,2021/1/10,473.3903743,798,3,65273,972,No,No,14084
Delaware,2021/1/11,473.3903743,554,14,65827,986,No,No,14084
Delaware,2021/1/12,473.3903743,619,5,66446,991,No,No,14084
Delaware,2021/1/13,473.3903743,727,3,67173,994,No,No,11980
Delaware,2021/1/14,473.3903743,892,1,68065,995,No,No,11980
Delaware,2021/1/15,473.3903743,662,7,68727,1002,No,No,11980
Delaware,2021/1/16,473.3903743,645,14,69372,1016,No,No,11980
Delaware,2021/1/17,473.3903743,922,0,70294,1016,No,No,11980
Delaware,2021/1/18,473.3903743,616,0,70910,1016,No,No,11980
Delaware,2021/1/19,473.3903743,401,5,71311,1021,No,No,11980
Delaware,2021/1/20,473.3903743,464,5,71775,1026,No,No,11615
Delaware,2021/1/21,473.3903743,748,1,72523,1027,No,No,11615
Delaware,2021/1/22,473.3903743,710,0,73233,1027,No,No,11615
Delaware,2021/1/23,473.3903743,682,9,73915,1036,No,No,11615
Delaware,2021/1/24,473.3903743,660,5,74575,1041,No,No,11615
Delaware,2021/1/25,473.3903743,616,8,75191,1049,No,No,11615
Delaware,2021/1/26,473.3903743,299,16,75490,1065,No,No,11615
Delaware,2021/1/27,473.3903743,342,7,75832,1072,No,No,12664
Delaware,2021/1/28,473.3903743,663,3,76495,1075,No,No,12664
Delaware,2021/1/29,473.3903743,440,3,76935,1078,No,No,12664
Delaware,2021/1/30,473.3903743,616,3,77551,1081,No,No,12664
Delaware,2021/1/31,473.3903743,520,9,78071,1090,No,No,12664
Delaware,2021/2/1,473.3903743,424,11,78495,1101,No,No,12664
Delaware,2021/2/2,473.3903743,201,7,78696,1108,No,No,12664
Delaware,2021/2/3,473.3903743,286,22,78982,1130,No,No,13464
Delaware,2021/2/4,473.3903743,243,5,79225,1135,No,No,13464
Delaware,2021/2/5,473.3903743,321,56,79546,1191,No,No,13464
Delaware,2021/2/6,473.3903743,286,11,79832,1202,No,No,13464
Delaware,2021/2/7,473.3903743,762,6,80594,1208,No,No,13464
Delaware,2021/2/8,473.3903743,337,0,80931,1208,No,No,13464
Delaware,2021/2/9,473.3903743,279,13,81210,1221,No,No,13464
Delaware,2021/2/10,473.3903743,251,24,81461,1245,No,No,12087
Delaware,2021/2/11,473.3903743,414,17,81875,1262,No,No,12087
Delaware,2021/2/12,473.3903743,388,7,82263,1269,No,No,12087
Delaware,2021/2/13,473.3903743,409,13,82672,1282,No,No,12087
Delaware,2021/2/14,473.3903743,331,1,83003,1283,No,No,12087
Delaware,2021/2/15,473.3903743,236,0,83239,1283,No,No,12087
Delaware,2021/2/16,473.3903743,130,8,83369,1291,No,No,12087
Delaware,2021/2/17,473.3903743,212,25,83581,1316,No,No,11395
Delaware,2021/2/18,473.3903743,271,10,83852,1326,No,No,11395
Delaware,2021/2/19,473.3903743,329,17,84181,1343,No,No,11395
Delaware,2021/2/20,473.3903743,350,23,84531,1366,No,No,11395
Delaware,2021/2/21,473.3903743,201,1,84732,1367,No,No,11395
Delaware,2021/2/22,473.3903743,358,1,85090,1368,No,No,11395
Delaware,2021/2/23,473.3903743,138,11,85228,1379,No,No,11395
Delaware,2021/2/24,473.3903743,278,23,85506,1402,No,No,11395
Delaware,2021/2/25,473.3903743,295,4,85801,1406,No,No,11395
Delaware,2021/2/26,473.3903743,297,12,86098,1418,No,No,11395
Delaware,2021/2/27,473.3903743,419,0,86517,1418,No,No,11395
Delaware,2021/2/28,473.3903743,282,4,86799,1422,No,No,11395
Delaware,2021/3/1,473.3903743,281,0,87080,1422,No,No,11395
Delaware,2021/3/2,473.3903743,113,4,87193,1426,No,No,11395
Delaware,2021/3/3,473.3903743,232,14,87425,1440,No,No,11395
Delaware,2021/3/4,473.3903743,218,4,87643,1444,No,No,11395
"Washington, D.C.",2020/3/1,4466.765823,0,0,0,0,No,No,1575
"Washington, D.C.",2020/3/2,4466.765823,0,0,0,0,No,No,1575
"Washington, D.C.",2020/3/3,4466.765823,0,0,0,0,No,No,1575
"Washington, D.C.",2020/3/4,4466.765823,0,0,0,0,No,No,1663
"Washington, D.C.",2020/3/5,4466.765823,0,0,0,0,No,No,1663
"Washington, D.C.",2020/3/6,4466.765823,0,0,0,0,No,No,1663
"Washington, D.C.",2020/3/7,4466.765823,1,0,1,0,No,No,1663
"Washington, D.C.",2020/3/8,4466.765823,0,0,1,0,No,No,1663
"Washington, D.C.",2020/3/9,4466.765823,3,0,4,0,No,No,1663
"Washington, D.C.",2020/3/10,4466.765823,0,0,4,0,No,No,1663
"Washington, D.C.",2020/3/11,4466.765823,6,0,10,0,No,No,1819
"Washington, D.C.",2020/3/12,4466.765823,0,0,10,0,No,No,1819
"Washington, D.C.",2020/3/13,4466.765823,0,0,10,0,No,No,1819
"Washington, D.C.",2020/3/14,4466.765823,6,0,16,0,No,No,1819
"Washington, D.C.",2020/3/15,4466.765823,1,0,17,0,No,No,1819
"Washington, D.C.",2020/3/16,4466.765823,5,0,22,0,No,No,1819
"Washington, D.C.",2020/3/17,4466.765823,9,0,31,0,No,No,1819
"Washington, D.C.",2020/3/18,4466.765823,5,0,36,0,No,No,10892
"Washington, D.C.",2020/3/19,4466.765823,3,0,39,0,No,No,10892
"Washington, D.C.",2020/3/20,4466.765823,32,0,71,0,No,No,10892
"Washington, D.C.",2020/3/21,4466.765823,6,1,77,1,No,No,10892
"Washington, D.C.",2020/3/22,4466.765823,21,0,98,1,No,No,10892
"Washington, D.C.",2020/3/23,4466.765823,18,1,116,2,No,No,10892
"Washington, D.C.",2020/3/24,4466.765823,21,0,137,2,No,No,10892
"Washington, D.C.",2020/3/25,4466.765823,46,0,183,2,No,No,80984
"Washington, D.C.",2020/3/26,4466.765823,48,1,231,3,No,No,80984
"Washington, D.C.",2020/3/27,4466.765823,36,0,267,3,No,No,80984
"Washington, D.C.",2020/3/28,4466.765823,37,1,304,4,No,No,80984
"Washington, D.C.",2020/3/29,4466.765823,38,1,342,5,No,No,80984
"Washington, D.C.",2020/3/30,4466.765823,59,4,401,9,No,No,80984
"Washington, D.C.",2020/3/31,4466.765823,94,0,495,9,No,No,80984
"Washington, D.C.",2020/4/1,4466.765823,91,2,586,11,Yes,No,106739
"Washington, D.C.",2020/4/2,4466.765823,67,1,653,12,Yes,No,106739
"Washington, D.C.",2020/4/3,4466.765823,104,3,757,15,Yes,No,106739
"Washington, D.C.",2020/4/4,4466.765823,145,6,902,21,Yes,No,106739
"Washington, D.C.",2020/4/5,4466.765823,96,1,998,22,Yes,No,106739
"Washington, D.C.",2020/4/6,4466.765823,99,2,1097,24,Yes,No,106739
"Washington, D.C.",2020/4/7,4466.765823,114,0,1211,24,Yes,No,106739
"Washington, D.C.",2020/4/8,4466.765823,229,3,1440,27,Yes,No,77515
"Washington, D.C.",2020/4/9,4466.765823,83,5,1523,32,Yes,No,77515
"Washington, D.C.",2020/4/10,4466.765823,137,6,1660,38,Yes,No,77515
"Washington, D.C.",2020/4/11,4466.765823,118,9,1778,47,Yes,No,77515
"Washington, D.C.",2020/4/12,4466.765823,97,3,1875,50,Yes,No,77515
"Washington, D.C.",2020/4/13,4466.765823,80,2,1955,52,Yes,No,77515
"Washington, D.C.",2020/4/14,4466.765823,103,15,2058,67,Yes,No,77515
"Washington, D.C.",2020/4/15,4466.765823,139,5,2197,72,Yes,No,66432
"Washington, D.C.",2020/4/16,4466.765823,153,9,2350,81,Yes,No,66432
"Washington, D.C.",2020/4/17,4466.765823,126,5,2476,86,Yes,No,66432
"Washington, D.C.",2020/4/18,4466.765823,190,5,2666,91,Yes,No,66432
"Washington, D.C.",2020/4/19,4466.765823,127,5,2793,96,Yes,No,66432
"Washington, D.C.",2020/4/20,4466.765823,134,9,2927,105,Yes,No,66432
"Washington, D.C.",2020/4/21,4466.765823,171,7,3098,112,Yes,No,66432
"Washington, D.C.",2020/4/22,4466.765823,108,15,3206,127,Yes,No,74966
"Washington, D.C.",2020/4/23,4466.765823,155,12,3361,139,Yes,No,74966
"Washington, D.C.",2020/4/24,4466.765823,167,14,3528,153,Yes,No,74966
"Washington, D.C.",2020/4/25,4466.765823,171,12,3699,165,Yes,No,74966
"Washington, D.C.",2020/4/26,4466.765823,142,13,3841,178,Yes,No,74966
"Washington, D.C.",2020/4/27,4466.765823,51,7,3892,185,Yes,No,74966
"Washington, D.C.",2020/4/28,4466.765823,102,5,3994,190,Yes,No,74966
"Washington, D.C.",2020/4/29,4466.765823,112,15,4106,205,Yes,No,28985
"Washington, D.C.",2020/4/30,4466.765823,217,19,4323,224,Yes,No,28985
"Washington, D.C.",2020/5/1,4466.765823,335,7,4658,231,Yes,No,28985
"Washington, D.C.",2020/5/2,4466.765823,139,9,4797,240,Yes,No,28985
"Washington, D.C.",2020/5/3,4466.765823,219,11,5016,251,Yes,No,28985
"Washington, D.C.",2020/5/4,4466.765823,154,7,5170,258,Yes,No,28985
"Washington, D.C.",2020/5/5,4466.765823,152,6,5322,264,Yes,No,28985
"Washington, D.C.",2020/5/6,4466.765823,139,13,5461,277,Yes,No,26666
"Washington, D.C.",2020/5/7,4466.765823,193,8,5654,285,Yes,No,26666
"Washington, D.C.",2020/5/8,4466.765823,245,19,5899,304,Yes,No,26666
"Washington, D.C.",2020/5/9,4466.765823,203,7,6102,311,Yes,No,26666
"Washington, D.C.",2020/5/10,4466.765823,170,12,6272,323,Yes,No,26666
"Washington, D.C.",2020/5/11,4466.765823,117,5,6389,328,Yes,No,26666
"Washington, D.C.",2020/5/12,4466.765823,96,8,6485,336,Yes,No,26666
"Washington, D.C.",2020/5/13,4466.765823,99,14,6584,350,Yes,No,25150
"Washington, D.C.",2020/5/14,4466.765823,152,8,6736,358,Yes,No,25150
"Washington, D.C.",2020/5/15,4466.765823,135,10,6871,368,Yes,No,25150
"Washington, D.C.",2020/5/16,4466.765823,171,7,7042,375,Yes,No,25150
"Washington, D.C.",2020/5/17,4466.765823,81,8,7123,383,Yes,No,25150
"Washington, D.C.",2020/5/18,4466.765823,147,9,7270,392,Yes,No,25150
"Washington, D.C.",2020/5/19,4466.765823,164,8,7434,400,Yes,No,25150
"Washington, D.C.",2020/5/20,4466.765823,117,7,7551,407,Yes,No,27919
"Washington, D.C.",2020/5/21,4466.765823,237,5,7788,412,Yes,No,27919
"Washington, D.C.",2020/5/22,4466.765823,105,6,7893,418,Yes,No,27919
"Washington, D.C.",2020/5/23,4466.765823,73,9,7966,427,Yes,No,27919
"Washington, D.C.",2020/5/24,4466.765823,144,5,8110,432,Yes,No,27919
"Washington, D.C.",2020/5/25,4466.765823,115,8,8225,440,Yes,No,27919
"Washington, D.C.",2020/5/26,4466.765823,109,0,8334,440,Yes,No,27919
"Washington, D.C.",2020/5/27,4466.765823,72,5,8406,445,Yes,No,21335
"Washington, D.C.",2020/5/28,4466.765823,86,8,8492,453,Yes,No,21335
"Washington, D.C.",2020/5/29,4466.765823,46,7,8538,460,Yes,No,21335
"Washington, D.C.",2020/5/30,4466.765823,179,2,8717,462,Yes,No,21335
"Washington, D.C.",2020/5/31,4466.765823,84,4,8801,466,Yes,No,21335
"Washington, D.C.",2020/6/1,4466.765823,56,2,8857,468,Yes,No,21335
"Washington, D.C.",2020/6/2,4466.765823,29,2,8886,470,Yes,No,21335
"Washington, D.C.",2020/6/3,4466.765823,130,3,9016,473,Yes,No,19949
"Washington, D.C.",2020/6/4,4466.765823,104,2,9120,475,Yes,No,19949
"Washington, D.C.",2020/6/5,4466.765823,79,4,9199,479,Yes,No,19949
"Washington, D.C.",2020/6/6,4466.765823,70,4,9269,483,Yes,No,19949
"Washington, D.C.",2020/6/7,4466.765823,63,6,9332,489,Yes,No,19949
"Washington, D.C.",2020/6/8,4466.765823,57,2,9389,491,Yes,No,19949
"Washington, D.C.",2020/6/9,4466.765823,85,4,9474,495,No,No,19949
"Washington, D.C.",2020/6/10,4466.765823,63,4,9537,499,No,No,18367
"Washington, D.C.",2020/6/11,4466.765823,52,3,9589,502,No,No,18367
"Washington, D.C.",2020/6/12,4466.765823,65,4,9654,506,No,No,18367
"Washington, D.C.",2020/6/13,4466.765823,55,5,9709,511,No,No,18367
"Washington, D.C.",2020/6/14,4466.765823,58,4,9767,515,No,No,18367
"Washington, D.C.",2020/6/15,4466.765823,32,0,9799,515,No,No,18367
"Washington, D.C.",2020/6/16,4466.765823,19,5,9818,520,No,No,18367
"Washington, D.C.",2020/6/17,4466.765823,29,3,9847,523,No,No,18671
"Washington, D.C.",2020/6/18,4466.765823,56,4,9903,527,No,No,18671
"Washington, D.C.",2020/6/19,4466.765823,49,3,9952,530,No,No,18671
"Washington, D.C.",2020/6/20,4466.765823,32,1,9984,531,No,No,18671
"Washington, D.C.",2020/6/21,4466.765823,36,2,10020,533,No,No,18671
"Washington, D.C.",2020/6/22,4466.765823,38,2,10058,535,No,Yes,18671
"Washington, D.C.",2020/6/23,4466.765823,36,2,10094,537,No,Yes,18671
"Washington, D.C.",2020/6/24,4466.765823,34,4,10128,541,No,Yes,18338
"Washington, D.C.",2020/6/25,4466.765823,31,2,10159,543,No,Yes,18338
"Washington, D.C.",2020/6/26,4466.765823,26,3,10185,546,No,Yes,18338
"Washington, D.C.",2020/6/27,4466.765823,31,2,10216,548,No,Yes,18338
"Washington, D.C.",2020/6/28,4466.765823,32,2,10248,550,No,Yes,18338
"Washington, D.C.",2020/6/29,4466.765823,44,1,10292,551,No,Yes,18338
"Washington, D.C.",2020/6/30,4466.765823,35,0,10327,551,No,Yes,18338
"Washington, D.C.",2020/7/1,4466.765823,38,2,10365,553,No,Yes,19056
"Washington, D.C.",2020/7/2,4466.765823,25,1,10390,554,No,Yes,19056
"Washington, D.C.",2020/7/3,4466.765823,45,1,10435,555,No,Yes,19056
"Washington, D.C.",2020/7/4,4466.765823,12,2,10447,557,No,Yes,19056
"Washington, D.C.",2020/7/5,4466.765823,35,2,10482,559,No,Yes,19056
"Washington, D.C.",2020/7/6,4466.765823,33,2,10515,561,No,Yes,19056
"Washington, D.C.",2020/7/7,4466.765823,54,0,10569,561,No,Yes,19056
"Washington, D.C.",2020/7/8,4466.765823,73,3,10642,564,No,Yes,20563
"Washington, D.C.",2020/7/9,4466.765823,37,4,10679,568,No,Yes,20563
"Washington, D.C.",2020/7/10,4466.765823,64,0,10743,568,No,Yes,20563
"Washington, D.C.",2020/7/11,4466.765823,58,0,10801,568,No,Yes,20563
"Washington, D.C.",2020/7/12,4466.765823,46,0,10847,568,No,Yes,20563
"Washington, D.C.",2020/7/13,4466.765823,59,0,10906,568,No,Yes,20563
"Washington, D.C.",2020/7/14,4466.765823,40,0,10946,568,No,Yes,20563
"Washington, D.C.",2020/7/15,4466.765823,80,3,11026,571,No,Yes,23676
"Washington, D.C.",2020/7/16,4466.765823,50,3,11076,574,No,Yes,23676
"Washington, D.C.",2020/7/17,4466.765823,39,3,11115,577,No,Yes,23676
"Washington, D.C.",2020/7/18,4466.765823,79,1,11194,578,No,Yes,23676
"Washington, D.C.",2020/7/19,4466.765823,67,0,11261,578,No,Yes,23676
"Washington, D.C.",2020/7/20,4466.765823,78,1,11339,579,No,Yes,23676
"Washington, D.C.",2020/7/21,4466.765823,88,1,11427,580,No,Yes,23676
"Washington, D.C.",2020/7/22,4466.765823,102,0,11529,580,No,Yes,17437
"Washington, D.C.",2020/7/23,4466.765823,42,1,11571,581,No,Yes,17437
"Washington, D.C.",2020/7/24,4466.765823,78,0,11649,581,No,Yes,17437
"Washington, D.C.",2020/7/25,4466.765823,68,0,11717,581,No,Yes,17437
